earlier, 966, "Implemented requirements satisfy the need for a new system", 28, 28, 40, 39, 27, 31, 24,  217 
earlier, 965, "There are no outstanding requirements to be implemented", 29, 28, 41, 40, 28, 32, 24,  222 
earlier, 967, "Implemented requirements are fully accepted", 29, 29, 41, 40, 29, 33, 24,  225 
earlier, 1036, "Resources to start work are in place", 30, 29, 38, 41, 30, 34, 25,  227 
earlier, 1040, "Risk exposure is understood", 30, 30, 39, 42, 29, 35, 26,  231 
earlier, 1035, "Cost and effort are estimated", 31, 28, 40, 43, 30, 36, 27,  235 
earlier, 1037, "Acceptance criteria are defined", 30, 29, 41, 44, 31, 37, 28,  240 
earlier, 1042, "A credible plan is in place", 31, 30, 42, 45, 32, 38, 29,  247 
later, 921, "Stakeholder representatives promptly communicate to stakeholder group", 32, 30, 42, 45, 32, 38, 29,  248 
earlier, 922, "Team values stakeholder representatives' input", 33, 30, 42, 45, 32, 38, 29,  249 
earlier, 923, "Stakeholder representatives agree with priorities", 34, 30, 42, 45, 32, 38, 29,  250 
earlier, 959, "Requirements are acceptable to stakeholders", 35, 30, 42, 45, 32, 38, 29,  251 
-----------------------------------------------------------------------------
| Stakeholders    |  8 |  0 |  4 |  3 |  0 |  3 |  0 |
| Opportunity     |  5 |  0 |  7 |  0 |  5 |  0 |
| Requirements    |  7 |  0 |  7 |  2 |  6 |  0 |
| Software System |  9 |  0 |  5 |  5 |  0 |  5 |  1 |
| Team            | 11 |  0 |  4 |  5 |  1 |
| Way-of-Working  |  9 |  0 |  4 |  4 |
| Work            | 12 |  0 |  2 |  7 |  0 |  6 |
-----------------------------------------------------------------------------
.**

Pending:
  SimpleAlgorithm CMU1.1 kernel plus all team_data PartialOrdering moves every checklist item one state later
    # Temporarily skipped with xit
    # ./spec/simple_algorithm_spec.rb:14
  SimpleAlgorithm CMU1.1 kernel plus all team_data PartialOrdering moves every checklist item one state later
    # Temporarily skipped with xit
    # ./spec/simple_algorithm_spec.rb:17
  SimpleAlgorithm CMU1.1 kernel plus all team_data PartialOrdering moves every checklist item one state earlier
    # Temporarily skipped with xit
    # ./spec/simple_algorithm_spec.rb:21
  SimpleAlgorithm CMU1.1 kernel plus all team_data PartialOrdering moves every checklist item one state earlier
    # Temporarily skipped with xit
    # ./spec/simple_algorithm_spec.rb:24
  SimpleAlgorithm CMU1.1 kernel plus all team_data PartialOrdering moves every checklist item one state later
    # Temporarily skipped with xit
    # ./spec/simple_algorithm_spec.rb:28
  SimpleAlgorithm just work alpha works with work alpha and team 21 data
    # Temporarily skipped with xit
    # ./spec/simple_algorithm_spec.rb:42
  SimpleAlgorithm just work alpha works with work alpha and team 21 data
    # Temporarily skipped with xit
    # ./spec/simple_algorithm_spec.rb:48

Finished in 2 minutes 44.4 seconds (files took 0.24291 seconds to load)
8 examples, 0 failures, 7 pending
